label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Radiator,401,711,108,261,Img_313.jpg,720,1280
Light_Switch,616,732,44,78,Img_32.jpg,720,1280
Knob_Radiator,177,558,83,86,Img_33.jpg,720,1280
Radiator,183,513,471,246,Img_33.jpg,720,1280
Light_Switch,329,843,117,118,Img_34.jpg,720,1280
Light_Switch,122,120,201,188,Img_35.jpg,720,1280
Radiator,0,750,414,262,Img_36.jpg,720,1280
Light_Switch,187,136,117,119,Img_36.jpg,720,1280
Light_Switch,169,6,125,125,Img_36.jpg,720,1280
Radiator,0,915,545,216,Img_37.jpg,720,1280
Light_Switch,361,212,135,142,Img_37.jpg,720,1280
Light_Switch,354,60,148,152,Img_37.jpg,720,1280
Light_Switch,332,128,143,166,Img_38.jpg,720,1280
Knob_Radiator,406,815,36,29,Img_39.jpg,720,1280
Radiator,401,803,180,150,Img_39.jpg,720,1280
Radiator,0,757,444,237,Img_4.jpg,720,1280
Light_Switch,258,126,129,123,Img_4.jpg,720,1280
Light_Switch,253,2,117,127,Img_4.jpg,720,1280
Knob_Radiator,133,637,124,125,Img_40.jpg,720,1280
Radiator,130,421,589,558,Img_40.jpg,720,1280
Knob_Radiator,326,654,134,141,Img_41.jpg,720,1280
Radiator,332,479,386,545,Img_41.jpg,720,1280
Knob_Radiator,31,1046,69,62,Img_42.jpg,720,1280
Radiator,30,1031,272,249,Img_42.jpg,720,1280
Light_Switch,308,774,42,56,Img_42.jpg,720,1280
Light_Switch,306,730,45,49,Img_42.jpg,720,1280
Light_Switch,153,283,201,197,Img_43.jpg,720,1280
Knob_Radiator,73,689,96,111,Img_44.jpg,720,1280
Radiator,73,666,551,225,Img_44.jpg,720,1280
Light_Switch,517,71,119,117,Img_44.jpg,720,1280
Light_Switch,293,749,50,71,Img_45.jpg,720,1280
Radiator,0,666,477,242,Img_46.jpg,720,1280
Light_Switch,311,81,112,110,Img_46.jpg,720,1280
Light_Switch,307,0,115,95,Img_46.jpg,720,1280
Radiator,0,759,377,253,Img_47.jpg,720,1280
Light_Switch,124,128,127,129,Img_47.jpg,720,1280
Light_Switch,99,8,125,109,Img_47.jpg,720,1280
Light_Switch,490,807,85,101,Img_48.jpg,720,1280
Knob_Radiator,147,1072,76,71,Img_49.jpg,720,1280
Radiator,146,1073,290,207,Img_49.jpg,720,1280
Light_Switch,444,792,59,71,Img_49.jpg,720,1280
Light_Switch,443,734,64,67,Img_49.jpg,720,1280
Knob_Radiator,235,546,87,98,Img_5.jpg,720,1280
Radiator,231,475,463,279,Img_5.jpg,720,1280
Knob_Radiator,96,556,83,90,Img_50.jpg,720,1280
Radiator,98,522,472,235,Img_50.jpg,720,1280
Knob_Radiator,258,650,129,140,Img_51.jpg,720,1280
Radiator,260,430,457,556,Img_51.jpg,720,1280
Knob_Radiator,266,555,86,86,Img_52.jpg,720,1280
Radiator,266,514,454,237,Img_52.jpg,720,1280
Knob_Radiator,278,867,51,50,Img_53.jpg,720,1280
Radiator,281,854,439,303,Img_53.jpg,720,1280
Knob_Radiator,92,511,74,91,Img_54.jpg,720,1280
Radiator,94,494,462,224,Img_54.jpg,720,1280
Light_Switch,441,1,96,92,Img_54.jpg,720,1280
Radiator,0,670,475,245,Img_55.jpg,720,1280
Light_Switch,317,83,104,109,Img_55.jpg,720,1280
Light_Switch,317,0,109,88,Img_55.jpg,720,1280
Knob_Radiator,527,84,58,48,Img_56.jpg,720,1280
Radiator,520,65,200,330,Img_56.jpg,720,1280
Light_Switch,337,112,199,192,Img_57.jpg,720,1280
Knob_Radiator,349,673,89,112,Img_58.jpg,720,1280
Radiator,354,656,366,249,Img_58.jpg,720,1280
Radiator,462,714,103,255,Img_59.jpg,720,1280
Knob_Radiator,87,98,60,48,Img_6.jpg,720,1280
Radiator,93,45,627,319,Img_6.jpg,720,1280
Knob_Radiator,175,360,72,69,Img_60.jpg,720,1280
Radiator,188,345,354,350,Img_60.jpg,720,1280
Knob_Radiator,342,692,117,120,Img_61.jpg,720,1280
Radiator,329,377,390,597,Img_61.jpg,720,1280
Knob_Radiator,136,99,54,50,Img_62.jpg,720,1280
Radiator,130,78,590,292,Img_62.jpg,720,1280
Light_Switch,82,2,152,137,Img_63.jpg,720,1280
Light_Switch,375,129,145,143,Img_64.jpg,720,1280
Knob_Radiator,564,801,60,53,Img_65.jpg,720,1280
Radiator,334,788,293,480,Img_65.jpg,720,1280
Knob_Radiator,606,428,114,148,Img_66.jpg,720,1280
Radiator,0,373,720,590,Img_66.jpg,720,1280
Knob_Radiator,132,833,42,47,Img_67.jpg,720,1280
Radiator,134,814,511,246,Img_67.jpg,720,1280
Light_Switch,217,116,179,204,Img_68.jpg,720,1280
Knob_Radiator,419,869,52,47,Img_69.jpg,720,1280
Radiator,421,851,299,311,Img_69.jpg,720,1280
Light_Switch,346,741,54,57,Img_7.jpg,720,1280
Light_Switch,348,800,73,62,Img_7.jpg,720,1280
Knob_Radiator,95,647,113,136,Img_70.jpg,720,1280
Radiator,106,534,614,474,Img_70.jpg,720,1280
Knob_Radiator,252,549,68,85,Img_71.jpg,720,1280
Radiator,251,514,469,273,Img_71.jpg,720,1280
Radiator,0,755,475,261,Img_72.jpg,720,1280
Light_Switch,270,2,125,123,Img_72.jpg,720,1280
Knob_Radiator,277,20,54,43,Img_73.jpg,720,1280
Radiator,273,5,447,344,Img_73.jpg,720,1280
Light_Switch,238,835,116,122,Img_74.jpg,720,1280
Knob_Radiator,99,862,49,44,Img_75.jpg,720,1280
Radiator,94,842,574,256,Img_75.jpg,720,1280
Knob_Radiator,565,536,81,100,Img_76.jpg,720,1280
Knob_Radiator,232,115,61,48,Img_77.jpg,720,1280
Radiator,227,80,493,310,Img_77.jpg,720,1280
Knob_Radiator,165,681,86,115,Img_78.jpg,720,1280
Radiator,166,646,554,253,Img_78.jpg,720,1280
,691,35,22,21,Img_78.jpg,720,1280
Light_Switch,643,73,77,105,Img_78.jpg,720,1280
Light_Switch,661,94,39,67,Img_78.jpg,720,1280
Light_Switch,698,88,22,79,Img_78.jpg,720,1280
,677,98,21,17,Img_78.jpg,720,1280
,667,139,20,21,Img_78.jpg,720,1280
,700,143,16,17,Img_78.jpg,720,1280
,679,2,41,60,Img_78.jpg,720,1280
Knob_Radiator,523,435,151,138,Img_79.jpg,720,1280
Radiator,0,394,706,553,Img_79.jpg,720,1280
Radiator,0,758,414,259,Img_8.jpg,720,1280
Light_Switch,182,125,131,134,Img_8.jpg,720,1280
Light_Switch,165,4,131,134,Img_8.jpg,720,1280
Knob_Radiator,0,791,97,128,Img_80.jpg,720,1280
Radiator,0,748,620,247,Img_80.jpg,720,1280
Light_Switch,476,124,112,116,Img_80.jpg,720,1280
Light_Switch,475,2,123,123,Img_80.jpg,720,1280
Knob_Radiator,498,284,73,78,Img_81.jpg,720,1280
Radiator,487,250,233,412,Img_81.jpg,720,1280
Knob_Radiator,274,847,35,26,Img_82.jpg,720,1280
Radiator,267,818,167,146,Img_82.jpg,720,1280
Knob_Radiator,286,555,79,83,Img_83.jpg,720,1280
Radiator,295,521,425,204,Img_83.jpg,720,1280
Knob_Radiator,256,304,64,65,Img_84.jpg,720,1280
Radiator,264,268,342,227,Img_84.jpg,720,1280
Knob_Radiator,563,236,121,106,Img_85.jpg,720,1280
Radiator,14,228,674,759,Img_85.jpg,720,1280
Radiator,0,222,720,770,Img_86.jpg,720,1280
Knob_Radiator,97,1063,64,64,Img_87.jpg,720,1280
Radiator,89,988,322,280,Img_87.jpg,720,1280
Light_Switch,291,738,34,40,Img_87.jpg,720,1280
Light_Switch,289,706,37,36,Img_87.jpg,720,1280
Radiator,0,808,429,262,Img_88.jpg,720,1280
Light_Switch,202,168,134,120,Img_88.jpg,720,1280
Light_Switch,187,25,138,152,Img_88.jpg,720,1280
Light_Switch,473,756,75,75,Img_89.jpg,720,1280
Knob_Radiator,275,862,39,40,Img_9.jpg,720,1280
Radiator,268,845,452,259,Img_9.jpg,720,1280
Light_Switch,287,171,174,153,Img_90.jpg,720,1280
Radiator,0,719,509,296,Img_91.jpg,720,1280
Light_Switch,324,116,118,112,Img_91.jpg,720,1280
Light_Switch,319,4,117,113,Img_91.jpg,720,1280
Knob_Radiator,164,842,40,32,Img_92.jpg,720,1280
Radiator,164,822,490,279,Img_92.jpg,720,1280
Knob_Radiator,160,840,42,36,Img_93.jpg,720,1280
Radiator,158,824,504,283,Img_93.jpg,720,1280
Radiator,1,824,436,304,Img_94.jpg,720,1280
Light_Switch,274,209,149,148,Img_94.jpg,720,1280
Light_Switch,263,58,156,166,Img_94.jpg,720,1280
Light_Switch,212,670,77,74,Img_95.jpg,720,1280
Light_Switch,211,744,82,60,Img_95.jpg,720,1280
Radiator,0,750,570,253,Img_96.jpg,720,1280
Light_Switch,413,126,113,115,Img_96.jpg,720,1280
Light_Switch,415,0,119,131,Img_96.jpg,720,1280
Light_Switch,328,689,91,78,Img_97.jpg,720,1280
Light_Switch,327,768,92,75,Img_97.jpg,720,1280
Radiator,0,806,355,263,Img_98.jpg,720,1280
Light_Switch,56,169,153,125,Img_98.jpg,720,1280
Light_Switch,35,19,146,154,Img_98.jpg,720,1280
Knob_Radiator,234,563,91,86,Img_99.jpg,720,1280
Radiator,239,520,481,252,Img_99.jpg,720,1280
